IBD_percent,fraction_IBD.iida,fraction_IBD.iidb
0,Sample5026142,Sample5026152
0,Sample5026142,Sample5026161
0,Sample5026142,Sample5026175
0,Sample5026142,Sample5026290
0,Sample5026142,Sample5026293
0,Sample5026142,Sample5026297
0,Sample5026142,Sample5026301
0,Sample5026142,Sample5026302
0,Sample5026142,Sample5026309
0,Sample5026142,Sample5026312
0,Sample5026142,Sample5026350
0,Sample5026142,Sample5026402
0,Sample5026142,Sample5026403
0,Sample5026142,Sample5026407
0,Sample5026142,Sample5026409
0,Sample5026142,Sample5026416
0,Sample5026142,Sample5026421
0,Sample5026142,Sample5026435
0,Sample5026142,Sample5026437
0,Sample5026142,Sample5026438
0,Sample5026142,Sample5026450
0,Sample5026142,Sample5026452
0,Sample5026142,Sample5026460
0,Sample5024525,Sample5026142
0,Sample5024884,Sample5026142
0,Sample5025617,Sample5026142
0,Sample5025643,Sample5026142
0,Sample5025644,Sample5026142
0,Sample5025654,Sample5026142
0,Sample5025753,Sample5026142
0,Sample5025773,Sample5026142
0,Sample5025776,Sample5026142
0,Sample5025822,Sample5026142
0,Sample5025918,Sample5026142
0,Sample5025941,Sample5026142
0,Sample5025958,Sample5026142
0,Sample5025982,Sample5026142
0,Sample5024275,Sample5026142
0,Sample5024485,Sample5026142
0,Sample5024500,Sample5026142
0,Sample5024504,Sample5026142
0,Sample5024513,Sample5026142
0,Sample5024515,Sample5026142
0,Sample5025076,Sample5026142
0,Sample5025089,Sample5026142
0,Sample5025095,Sample5026142
0,Sample5026142,Sample5026727
0,Sample5026142,Sample5026735
0,PU17,Sample5026142
0,PU18,Sample5026142
0,PU19,Sample5026142
0,PU20,Sample5026142
0,PU22,Sample5026142
0,PU23,Sample5026142
0,PU24,Sample5026142
0,PU25,Sample5026142
0,PU26,Sample5026142
0,PU28,Sample5026142
0,Sample5024310,Sample5026142
0,Sample5024360,Sample5026142
0,Sample5024364,Sample5026142
0,Sample5025684,Sample5026142
0,Sample5026054,Sample5026142
0,Sample5026142,Sample5026244
0,Sample5026142,Sample5026578
0,Sample5026142,Sample5026584
0,Sample5026142,Sample5026588
0,Sample5026142,Sample5026596
0,Sample5024113,Sample5026142
0,Sample5024171,Sample5026142
0,Sample5024173,Sample5026142
0,Sample5024179,Sample5026142
0,Sample5024461,Sample5026142
0,Sample5024465,Sample5026142
0,Sample5024467,Sample5026142
0,Sample5024469,Sample5026142
0,Sample5024472,Sample5026142
0,Sample5024473,Sample5026142
0,Sample5024475,Sample5026142
0,Sample5024476,Sample5026142
0,Sample5024771,Sample5026142
0,Sample5024964,Sample5026142
0,Sample5025199,Sample5026142
0,Sample5025289,Sample5026142
0,Sample5025291,Sample5026142
0,Sample5025335,Sample5026142
0,Sample5025503,Sample5026142
0,Sample5025504,Sample5026142
0,Sample5025542,Sample5026142
0,Sample5025548,Sample5026142
0,Sample5025747,Sample5026142
0,Sample5026142,Sample5026392
0,Sample5026142,Sample5026399
0,Sample5026142,Sample5026400
0,Sample5026142,Sample5026483
0,Sample5026152,Sample5026161
0,Sample5026152,Sample5026175
0,Sample5026152,Sample5026240
0,Sample5026152,Sample5026290
0,Sample5026152,Sample5026293
0,Sample5026152,Sample5026297
0,Sample5026152,Sample5026301
0,Sample5026152,Sample5026302
0,Sample5026152,Sample5026311
0,Sample5026152,Sample5026312
0,Sample5026152,Sample5026350
0,Sample5026152,Sample5026402
0,Sample5026152,Sample5026403
0,Sample5026152,Sample5026407
0,Sample5026152,Sample5026409
0,Sample5026152,Sample5026416
0,Sample5026152,Sample5026421
0,Sample5026152,Sample5026433
0,Sample5026152,Sample5026435
0,Sample5026152,Sample5026437
0,Sample5026152,Sample5026438
0,Sample5026152,Sample5026441
0,Sample5026152,Sample5026443
0,Sample5026152,Sample5026450
0,Sample5026152,Sample5026460
0,Sample5026152,Sample5026468
0,Sample5026152,Sample5026480
0,Sample5024525,Sample5026152
0,Sample5024884,Sample5026152
0,Sample5025617,Sample5026152
0,Sample5025643,Sample5026152
0,Sample5025644,Sample5026152
0,Sample5025654,Sample5026152
0,Sample5025753,Sample5026152
0,Sample5025773,Sample5026152
0,Sample5025776,Sample5026152
0,Sample5025782,Sample5026152
0,Sample5025822,Sample5026152
0,Sample5025918,Sample5026152
0,Sample5025941,Sample5026152
0,Sample5025942,Sample5026152
0,Sample5025958,Sample5026152
0,Sample5025973,Sample5026152
0,Sample5025982,Sample5026152
0,Sample5024485,Sample5026152
0,Sample5024500,Sample5026152
0,Sample5024504,Sample5026152
0,Sample5024513,Sample5026152
0,Sample5024515,Sample5026152
0,Sample5024591,Sample5026152
0,Sample5025065,Sample5026152
0,Sample5025076,Sample5026152
0,Sample5025089,Sample5026152
0,Sample5025095,Sample5026152
0,Sample5026152,Sample5026712
0,Sample5026152,Sample5026727
0,Sample5026152,Sample5026729
0,Sample5026152,Sample5026773
0,PU17,Sample5026152
0,PU18,Sample5026152
0,PU19,Sample5026152
0,PU20,Sample5026152
0,PU22,Sample5026152
0,PU23,Sample5026152
0,PU24,Sample5026152
0,PU25,Sample5026152
0,PU26,Sample5026152
0,PU28,Sample5026152
0,Sample5024310,Sample5026152
0,Sample5024360,Sample5026152
0,Sample5024364,Sample5026152
0,Sample5025684,Sample5026152
0,Sample5026054,Sample5026152
0,Sample5026152,Sample5026244
0,Sample5026152,Sample5026578
0,Sample5026152,Sample5026584
0,Sample5026152,Sample5026588
0,Sample5026152,Sample5026596
0,Sample5024113,Sample5026152
0,Sample5024165,Sample5026152
0,Sample5024171,Sample5026152
0,Sample5024173,Sample5026152
0,Sample5024461,Sample5026152
0,Sample5024465,Sample5026152
0,Sample5024467,Sample5026152
0,Sample5024469,Sample5026152
0,Sample5024472,Sample5026152
0,Sample5024473,Sample5026152
0,Sample5024475,Sample5026152
0,Sample5024476,Sample5026152
0,Sample5024771,Sample5026152
0,Sample5024937,Sample5026152
0,Sample5024964,Sample5026152
0,Sample5025199,Sample5026152
0,Sample5025289,Sample5026152
0,Sample5025291,Sample5026152
0,Sample5025335,Sample5026152
0,Sample5025503,Sample5026152
0,Sample5025504,Sample5026152
0,Sample5025542,Sample5026152
0,Sample5025548,Sample5026152
0,Sample5025747,Sample5026152
0,Sample5026152,Sample5026378
0,Sample5026152,Sample5026399
0,Sample5026152,Sample5026400
0,Sample5026152,Sample5026483
0,Sample5026161,Sample5026175
0,Sample5026161,Sample5026240
0,Sample5026161,Sample5026290
0,Sample5026161,Sample5026302
0,Sample5026161,Sample5026309
0,Sample5026161,Sample5026312
0,Sample5026161,Sample5026350
0,Sample5026161,Sample5026402
0,Sample5026161,Sample5026403
0,Sample5026161,Sample5026407
0,Sample5026161,Sample5026409
0,Sample5026161,Sample5026416
0,Sample5026161,Sample5026421
0,Sample5026161,Sample5026433
0,Sample5026161,Sample5026435
0,Sample5026161,Sample5026438
0,Sample5026161,Sample5026441
0,Sample5026161,Sample5026450
0,Sample5026161,Sample5026452
0,Sample5026161,Sample5026460
0,Sample5026161,Sample5026468
0,Sample5026161,Sample5026480
0,Sample5024525,Sample5026161
0,Sample5024884,Sample5026161
0,Sample5025643,Sample5026161
0,Sample5025644,Sample5026161
0,Sample5025654,Sample5026161
0,Sample5025753,Sample5026161
0,Sample5025773,Sample5026161
0,Sample5025776,Sample5026161
0,Sample5025782,Sample5026161
0,Sample5025822,Sample5026161
0,Sample5025918,Sample5026161
0,Sample5025941,Sample5026161
0,Sample5025942,Sample5026161
0,Sample5025958,Sample5026161
0,Sample5025982,Sample5026161
0,Sample5024275,Sample5026161
0,Sample5024485,Sample5026161
0,Sample5024500,Sample5026161
0,Sample5024504,Sample5026161
0,Sample5024515,Sample5026161
0,Sample5024591,Sample5026161
0,Sample5025089,Sample5026161
0,Sample5025095,Sample5026161
0,Sample5026161,Sample5026712
0,Sample5026161,Sample5026727
0,Sample5026161,Sample5026729
0,Sample5026161,Sample5026773
0,PU17,Sample5026161
0,PU18,Sample5026161
0,PU19,Sample5026161
0,PU20,Sample5026161
0,PU22,Sample5026161
0,PU23,Sample5026161
0,PU24,Sample5026161
0,PU25,Sample5026161
0,PU26,Sample5026161
0,PU28,Sample5026161
0,Sample5024310,Sample5026161
0,Sample5024360,Sample5026161
0,Sample5024364,Sample5026161
0,Sample5025684,Sample5026161
0,Sample5026054,Sample5026161
0,Sample5026161,Sample5026244
0,Sample5026161,Sample5026578
0,Sample5026161,Sample5026584
0,Sample5026161,Sample5026588
0,Sample5024113,Sample5026161
0,Sample5024165,Sample5026161
0,Sample5024173,Sample5026161
0,Sample5024179,Sample5026161
0,Sample5024461,Sample5026161
0,Sample5024465,Sample5026161
0,Sample5024469,Sample5026161
0,Sample5024473,Sample5026161
0,Sample5024476,Sample5026161
0,Sample5024771,Sample5026161
0,Sample5024937,Sample5026161
0,Sample5024964,Sample5026161
0,Sample5025199,Sample5026161
0,Sample5025289,Sample5026161
0,Sample5025291,Sample5026161
0,Sample5025335,Sample5026161
0,Sample5025503,Sample5026161
0,Sample5025504,Sample5026161
0,Sample5025542,Sample5026161
0,Sample5025548,Sample5026161
0,Sample5025747,Sample5026161
0,Sample5026161,Sample5026378
0,Sample5026161,Sample5026392
0,Sample5026161,Sample5026399
0,Sample5026161,Sample5026483
0,Sample5026175,Sample5026240
0,Sample5026175,Sample5026293
0,Sample5026175,Sample5026302
0,Sample5026175,Sample5026309
0,Sample5026175,Sample5026312
0,Sample5026175,Sample5026350
0,Sample5026175,Sample5026402
0,Sample5026175,Sample5026403
0,Sample5026175,Sample5026407
0,Sample5026175,Sample5026409
0,Sample5026175,Sample5026416
0,Sample5026175,Sample5026421
0,Sample5026175,Sample5026433
0,Sample5026175,Sample5026435
0,Sample5026175,Sample5026437
0,Sample5026175,Sample5026438
0,Sample5026175,Sample5026441
0,Sample5026175,Sample5026452
0,Sample5026175,Sample5026468
0,Sample5026175,Sample5026480
0,Sample5024525,Sample5026175
0,Sample5024884,Sample5026175
0,Sample5025617,Sample5026175
0,Sample5025643,Sample5026175
0,Sample5025644,Sample5026175
0,Sample5025654,Sample5026175
0,Sample5025753,Sample5026175
0,Sample5025773,Sample5026175
0,Sample5025776,Sample5026175
0,Sample5025782,Sample5026175
0,Sample5025822,Sample5026175
0,Sample5025918,Sample5026175
0,Sample5025958,Sample5026175
0,Sample5025973,Sample5026175
0,Sample5025982,Sample5026175
0,Sample5024275,Sample5026175
0,Sample5024485,Sample5026175
0,Sample5024500,Sample5026175
0,Sample5024504,Sample5026175
0,Sample5024513,Sample5026175
0,Sample5024591,Sample5026175
0,Sample5025065,Sample5026175
0,Sample5025089,Sample5026175
0,Sample5025095,Sample5026175
0,Sample5026175,Sample5026712
0,Sample5026175,Sample5026727
0,Sample5026175,Sample5026729
0,Sample5026175,Sample5026735
0,Sample5026175,Sample5026773
0,PU17,Sample5026175
0,PU18,Sample5026175
0,PU19,Sample5026175
0,PU20,Sample5026175
0,PU22,Sample5026175
0,PU24,Sample5026175
0,PU26,Sample5026175
0,Sample5024310,Sample5026175
0,Sample5024360,Sample5026175
0,Sample5024364,Sample5026175
0,Sample5025684,Sample5026175
0,Sample5026054,Sample5026175
0,Sample5026175,Sample5026244
0,Sample5026175,Sample5026578
0,Sample5026175,Sample5026584
0,Sample5026175,Sample5026588
0,Sample5026175,Sample5026596
0,Sample5024113,Sample5026175
0,Sample5024165,Sample5026175
0,Sample5024173,Sample5026175
0,Sample5024179,Sample5026175
0,Sample5024461,Sample5026175
0,Sample5024465,Sample5026175
0,Sample5024467,Sample5026175
0,Sample5024469,Sample5026175
0,Sample5024472,Sample5026175
0,Sample5024473,Sample5026175
0,Sample5024475,Sample5026175
0,Sample5024476,Sample5026175
0,Sample5024771,Sample5026175
0,Sample5024964,Sample5026175
0,Sample5025199,Sample5026175
0,Sample5025289,Sample5026175
0,Sample5025291,Sample5026175
0,Sample5025335,Sample5026175
0,Sample5025503,Sample5026175
0,Sample5025504,Sample5026175
0,Sample5025542,Sample5026175
0,Sample5025548,Sample5026175
0,Sample5026175,Sample5026378
0,Sample5026175,Sample5026392
0,Sample5026175,Sample5026399
0,Sample5026240,Sample5026290
0,Sample5026240,Sample5026297
0,Sample5026240,Sample5026301
0,Sample5026240,Sample5026302
0,Sample5026240,Sample5026309
0,Sample5026240,Sample5026312
0,Sample5026240,Sample5026350
0,Sample5026240,Sample5026403
0,Sample5026240,Sample5026407
0,Sample5026240,Sample5026416
0,Sample5026240,Sample5026433
0,Sample5026240,Sample5026435
0,Sample5026240,Sample5026437
0,Sample5026240,Sample5026438
0,Sample5026240,Sample5026441
0,Sample5026240,Sample5026443
0,Sample5026240,Sample5026450
0,Sample5026240,Sample5026468
0,Sample5026240,Sample5026480
0,Sample5024525,Sample5026240
0,Sample5024884,Sample5026240
0,Sample5025617,Sample5026240
0,Sample5025644,Sample5026240
0,Sample5025654,Sample5026240
0,Sample5025753,Sample5026240
0,Sample5025773,Sample5026240
0,Sample5025776,Sample5026240
0,Sample5025782,Sample5026240
0,Sample5025822,Sample5026240
0,Sample5025918,Sample5026240
0,Sample5025941,Sample5026240
0,Sample5025942,Sample5026240
0,Sample5025958,Sample5026240
0,Sample5025982,Sample5026240
0,Sample5024275,Sample5026240
0,Sample5024500,Sample5026240
0,Sample5024504,Sample5026240
0,Sample5024513,Sample5026240
0,Sample5024515,Sample5026240
0,Sample5024591,Sample5026240
0,Sample5025065,Sample5026240
0,Sample5025089,Sample5026240
0,Sample5025095,Sample5026240
0,Sample5026240,Sample5026712
0,Sample5026240,Sample5026727
0,Sample5026240,Sample5026729
0,Sample5026240,Sample5026735
0,PU17,Sample5026240
0,PU18,Sample5026240
0,PU19,Sample5026240
0,PU20,Sample5026240
0,PU22,Sample5026240
0,PU23,Sample5026240
0,PU24,Sample5026240
0,PU25,Sample5026240
0,PU26,Sample5026240
0,PU28,Sample5026240
0,Sample5024310,Sample5026240
0,Sample5024360,Sample5026240
0,Sample5024364,Sample5026240
0,Sample5026240,Sample5026244
0,Sample5026240,Sample5026578
0,Sample5026240,Sample5026584
0,Sample5026240,Sample5026588
0,Sample5026240,Sample5026596
0,Sample5024113,Sample5026240
0,Sample5024165,Sample5026240
0,Sample5024171,Sample5026240
0,Sample5024173,Sample5026240
0,Sample5024179,Sample5026240
0,Sample5024461,Sample5026240
0,Sample5024465,Sample5026240
0,Sample5024467,Sample5026240
0,Sample5024472,Sample5026240
0,Sample5024473,Sample5026240
0,Sample5024475,Sample5026240
0,Sample5024771,Sample5026240
0,Sample5024937,Sample5026240
0,Sample5024964,Sample5026240
0,Sample5025199,Sample5026240
0,Sample5025289,Sample5026240
0,Sample5025503,Sample5026240
0,Sample5025504,Sample5026240
0,Sample5025542,Sample5026240
0,Sample5025548,Sample5026240
0,Sample5025747,Sample5026240
0,Sample5026240,Sample5026378
0,Sample5026240,Sample5026392
0,Sample5026240,Sample5026399
0,Sample5026240,Sample5026400
0,Sample5026240,Sample5026483
0,Sample5026290,Sample5026293
0,Sample5026290,Sample5026301
0,Sample5026290,Sample5026302
0,Sample5026290,Sample5026309
0,Sample5026290,Sample5026311
0,Sample5026290,Sample5026312
0,Sample5026290,Sample5026350
0,Sample5026290,Sample5026403
0,Sample5026290,Sample5026407
0,Sample5026290,Sample5026409
0,Sample5026290,Sample5026416
0,Sample5026290,Sample5026421
0,Sample5026290,Sample5026433
0,Sample5026290,Sample5026435
0,Sample5026290,Sample5026437
0,Sample5026290,Sample5026441
0,Sample5026290,Sample5026450
0,Sample5026290,Sample5026452
0,Sample5026290,Sample5026460
0,Sample5026290,Sample5026468
0,Sample5026290,Sample5026480
0,Sample5024884,Sample5026290
0,Sample5025617,Sample5026290
0,Sample5025643,Sample5026290
0,Sample5025644,Sample5026290
0,Sample5025753,Sample5026290
0,Sample5025773,Sample5026290
0,Sample5025776,Sample5026290
0,Sample5025782,Sample5026290
0,Sample5025822,Sample5026290
0,Sample5025941,Sample5026290
0,Sample5025942,Sample5026290
0,Sample5025958,Sample5026290
0,Sample5025982,Sample5026290
0,Sample5024275,Sample5026290
0,Sample5024485,Sample5026290
0,Sample5024504,Sample5026290
0,Sample5024513,Sample5026290
0,Sample5024515,Sample5026290
0,Sample5024591,Sample5026290
0,Sample5025065,Sample5026290
0,Sample5025076,Sample5026290
0,Sample5025089,Sample5026290
0,Sample5025095,Sample5026290
0,Sample5026290,Sample5026712
0,Sample5026290,Sample5026727
0,Sample5026290,Sample5026729
0,Sample5026290,Sample5026735
0,PU18,Sample5026290
0,PU19,Sample5026290
0,PU20,Sample5026290
0,PU22,Sample5026290
0,PU23,Sample5026290
0,PU24,Sample5026290
0,PU25,Sample5026290
0,PU26,Sample5026290
0,PU28,Sample5026290
0,Sample5024310,Sample5026290
0,Sample5024360,Sample5026290
0,Sample5024364,Sample5026290
0,Sample5025684,Sample5026290
0,Sample5026054,Sample5026290
0,Sample5026244,Sample5026290
0,Sample5026290,Sample5026578
0,Sample5026290,Sample5026588
0,Sample5026290,Sample5026596
0,Sample5024113,Sample5026290
0,Sample5024165,Sample5026290
0,Sample5024171,Sample5026290
0,Sample5024173,Sample5026290
0,Sample5024179,Sample5026290
0,Sample5024461,Sample5026290
0,Sample5024465,Sample5026290
0,Sample5024467,Sample5026290
0,Sample5024469,Sample5026290
0,Sample5024472,Sample5026290
0,Sample5024473,Sample5026290
0,Sample5024476,Sample5026290
0,Sample5024771,Sample5026290
0,Sample5024937,Sample5026290
0,Sample5025199,Sample5026290
0,Sample5025289,Sample5026290
0,Sample5025291,Sample5026290
0,Sample5025335,Sample5026290
0,Sample5025503,Sample5026290
0,Sample5025504,Sample5026290
0,Sample5025542,Sample5026290
0,Sample5025548,Sample5026290
0,Sample5025747,Sample5026290
0,Sample5026290,Sample5026378
0,Sample5026290,Sample5026392
0,Sample5026290,Sample5026399
0,Sample5026290,Sample5026400
0,Sample5026290,Sample5026483
0,Sample5026293,Sample5026297
0,Sample5026293,Sample5026301
0,Sample5026293,Sample5026302
0,Sample5026293,Sample5026309
0,Sample5026293,Sample5026311
0,Sample5026293,Sample5026312
0,Sample5026293,Sample5026350
0,Sample5026293,Sample5026402
0,Sample5026293,Sample5026403
0,Sample5026293,Sample5026407
0,Sample5026293,Sample5026409
0,Sample5026293,Sample5026416
0,Sample5026293,Sample5026421
0,Sample5026293,Sample5026433
0,Sample5026293,Sample5026435
0,Sample5026293,Sample5026437
0,Sample5026293,Sample5026438
0,Sample5026293,Sample5026441
0,Sample5026293,Sample5026443
0,Sample5026293,Sample5026450
0,Sample5026293,Sample5026452
0,Sample5026293,Sample5026460
0,Sample5026293,Sample5026468
0,Sample5026293,Sample5026480
0,Sample5024525,Sample5026293
0,Sample5024884,Sample5026293
0,Sample5025617,Sample5026293
0,Sample5025644,Sample5026293
0,Sample5025654,Sample5026293
0,Sample5025753,Sample5026293
0,Sample5025773,Sample5026293
0,Sample5025776,Sample5026293
0,Sample5025822,Sample5026293
0,Sample5025918,Sample5026293
0,Sample5025941,Sample5026293
0,Sample5025942,Sample5026293
0,Sample5025958,Sample5026293
0,Sample5025973,Sample5026293
0,Sample5025982,Sample5026293
0,Sample5024275,Sample5026293
0,Sample5024485,Sample5026293
0,Sample5024500,Sample5026293
0,Sample5024504,Sample5026293
0,Sample5024513,Sample5026293
0,Sample5024515,Sample5026293
0,Sample5024591,Sample5026293
0,Sample5025065,Sample5026293
0,Sample5025076,Sample5026293
0,Sample5025089,Sample5026293
0,Sample5025095,Sample5026293
0,Sample5026293,Sample5026712
0,Sample5026293,Sample5026727
0,Sample5026293,Sample5026729
0,Sample5026293,Sample5026773
0,PU17,Sample5026293
0,PU18,Sample5026293
0,PU19,Sample5026293
0,PU20,Sample5026293
0,PU22,Sample5026293
0,PU23,Sample5026293
0,PU24,Sample5026293
0,PU25,Sample5026293
0,PU26,Sample5026293
0,PU28,Sample5026293
0,Sample5024310,Sample5026293
0,Sample5024360,Sample5026293
0,Sample5024364,Sample5026293
0,Sample5025684,Sample5026293
0,Sample5026054,Sample5026293
0,Sample5026244,Sample5026293
0,Sample5026293,Sample5026578
0,Sample5026293,Sample5026584
0,Sample5026293,Sample5026588
0,Sample5026293,Sample5026596
0,Sample5024113,Sample5026293
0,Sample5024165,Sample5026293
0,Sample5024171,Sample5026293
0,Sample5024173,Sample5026293
0,Sample5024179,Sample5026293
0,Sample5024461,Sample5026293
0,Sample5024465,Sample5026293
0,Sample5024469,Sample5026293
0,Sample5024472,Sample5026293
0,Sample5024473,Sample5026293
0,Sample5024475,Sample5026293
0,Sample5024476,Sample5026293
0,Sample5024771,Sample5026293
0,Sample5024937,Sample5026293
0,Sample5024964,Sample5026293
0,Sample5025199,Sample5026293
0,Sample5025289,Sample5026293
0,Sample5025291,Sample5026293
0,Sample5025335,Sample5026293
0,Sample5025503,Sample5026293
0,Sample5025504,Sample5026293
0,Sample5025542,Sample5026293
0,Sample5025548,Sample5026293
0,Sample5026293,Sample5026378
0,Sample5026293,Sample5026392
0,Sample5026293,Sample5026399
0,Sample5026293,Sample5026400
0,Sample5026293,Sample5026483
0,Sample5026297,Sample5026301
0,Sample5026297,Sample5026309
0,Sample5026297,Sample5026312
0,Sample5026297,Sample5026350
0,Sample5026297,Sample5026416
0,Sample5026297,Sample5026433
0,Sample5026297,Sample5026443
0,Sample5026297,Sample5026450
0,Sample5026297,Sample5026452
0,Sample5026297,Sample5026460
0,Sample5024525,Sample5026297
0,Sample5025617,Sample5026297
0,Sample5025643,Sample5026297
0,Sample5025644,Sample5026297
0,Sample5025773,Sample5026297
0,Sample5025918,Sample5026297
0,Sample5025982,Sample5026297
0,Sample5024485,Sample5026297
0,Sample5024500,Sample5026297
0,Sample5024504,Sample5026297
0,Sample5024513,Sample5026297
0,Sample5025076,Sample5026297
0,Sample5025089,Sample5026297
0,Sample5025095,Sample5026297
0,Sample5026297,Sample5026712
0,Sample5026297,Sample5026729
0,PU18,Sample5026297
0,PU20,Sample5026297
0,PU23,Sample5026297
0,PU25,Sample5026297
0,PU26,Sample5026297
0,Sample5026297,Sample5026578
0,Sample5026297,Sample5026588
0,Sample5024171,Sample5026297
0,Sample5024179,Sample5026297
0,Sample5024461,Sample5026297
0,Sample5024465,Sample5026297
0,Sample5024467,Sample5026297
0,Sample5024469,Sample5026297
0,Sample5024473,Sample5026297
0,Sample5024475,Sample5026297
0,Sample5024771,Sample5026297
0,Sample5024937,Sample5026297
0,Sample5025199,Sample5026297
0,Sample5025291,Sample5026297
0,Sample5025335,Sample5026297
0,Sample5025503,Sample5026297
0,Sample5025504,Sample5026297
0,Sample5025747,Sample5026297
0,Sample5026297,Sample5026483
0,Sample5026301,Sample5026302
0,Sample5026301,Sample5026311
0,Sample5026301,Sample5026312
0,Sample5026301,Sample5026350
0,Sample5026301,Sample5026402
0,Sample5026301,Sample5026403
0,Sample5026301,Sample5026407
0,Sample5026301,Sample5026409
0,Sample5026301,Sample5026416
0,Sample5026301,Sample5026421
0,Sample5026301,Sample5026433
0,Sample5026301,Sample5026435
0,Sample5026301,Sample5026437
0,Sample5026301,Sample5026438
0,Sample5026301,Sample5026441
0,Sample5026301,Sample5026450
0,Sample5026301,Sample5026452
0,Sample5026301,Sample5026460
0,Sample5026301,Sample5026468
0,Sample5026301,Sample5026480
0,Sample5024525,Sample5026301
0,Sample5024884,Sample5026301
0,Sample5025617,Sample5026301
0,Sample5025643,Sample5026301
0,Sample5025644,Sample5026301
0,Sample5025654,Sample5026301
0,Sample5025753,Sample5026301
0,Sample5025773,Sample5026301
0,Sample5025782,Sample5026301
0,Sample5025822,Sample5026301
0,Sample5025918,Sample5026301
0,Sample5025942,Sample5026301
0,Sample5025982,Sample5026301
0,Sample5024275,Sample5026301
0,Sample5024485,Sample5026301
0,Sample5024515,Sample5026301
0,Sample5024591,Sample5026301
0,Sample5025065,Sample5026301
0,Sample5025076,Sample5026301
0,Sample5025089,Sample5026301
0,Sample5025095,Sample5026301
0,Sample5026301,Sample5026712
0,Sample5026301,Sample5026729
0,Sample5026301,Sample5026773
0,PU17,Sample5026301
0,PU18,Sample5026301
0,PU19,Sample5026301
0,PU20,Sample5026301
0,PU23,Sample5026301
0,PU24,Sample5026301
0,PU25,Sample5026301
0,PU26,Sample5026301
0,PU28,Sample5026301
0,Sample5024310,Sample5026301
0,Sample5024360,Sample5026301
0,Sample5024364,Sample5026301
0,Sample5025684,Sample5026301
0,Sample5026054,Sample5026301
0,Sample5026301,Sample5026578
0,Sample5026301,Sample5026584
0,Sample5026301,Sample5026588
0,Sample5026301,Sample5026596
0,Sample5024113,Sample5026301
0,Sample5024165,Sample5026301
0,Sample5024171,Sample5026301
0,Sample5024173,Sample5026301
0,Sample5024179,Sample5026301
0,Sample5024461,Sample5026301
0,Sample5024465,Sample5026301
0,Sample5024467,Sample5026301
0,Sample5024469,Sample5026301
0,Sample5024473,Sample5026301
0,Sample5024475,Sample5026301
0,Sample5024476,Sample5026301
0,Sample5024771,Sample5026301
0,Sample5024937,Sample5026301
0,Sample5025199,Sample5026301
0,Sample5025289,Sample5026301
0,Sample5025291,Sample5026301
0,Sample5025503,Sample5026301
0,Sample5025504,Sample5026301
0,Sample5025542,Sample5026301
0,Sample5025747,Sample5026301
0,Sample5026301,Sample5026378
0,Sample5026301,Sample5026392
0,Sample5026301,Sample5026399
0,Sample5026301,Sample5026400
0,Sample5026301,Sample5026483
0,Sample5026302,Sample5026309
0,Sample5026302,Sample5026350
0,Sample5026302,Sample5026403
0,Sample5026302,Sample5026407
0,Sample5026302,Sample5026416
0,Sample5026302,Sample5026421
0,Sample5026302,Sample5026433
0,Sample5026302,Sample5026437
0,Sample5026302,Sample5026438
0,Sample5026302,Sample5026441
0,Sample5026302,Sample5026443
0,Sample5026302,Sample5026450
0,Sample5026302,Sample5026452
0,Sample5026302,Sample5026460
0,Sample5026302,Sample5026480
0,Sample5024525,Sample5026302
0,Sample5025617,Sample5026302
0,Sample5025643,Sample5026302
0,Sample5025753,Sample5026302
0,Sample5025773,Sample5026302
0,Sample5025776,Sample5026302
0,Sample5025918,Sample5026302
0,Sample5025941,Sample5026302
0,Sample5025942,Sample5026302
0,Sample5025958,Sample5026302
0,Sample5025982,Sample5026302
0,Sample5024275,Sample5026302
0,Sample5024485,Sample5026302
0,Sample5024500,Sample5026302
0,Sample5024504,Sample5026302
0,Sample5024513,Sample5026302
0,Sample5024515,Sample5026302
0,Sample5025065,Sample5026302
0,Sample5025076,Sample5026302
0,Sample5025089,Sample5026302
0,Sample5025095,Sample5026302
0,Sample5026302,Sample5026712
0,Sample5026302,Sample5026727
0,Sample5026302,Sample5026729
0,Sample5026302,Sample5026735
0,Sample5026302,Sample5026773
0,PU17,Sample5026302
0,PU18,Sample5026302
0,PU19,Sample5026302
0,PU20,Sample5026302
0,PU22,Sample5026302
0,PU23,Sample5026302
0,PU24,Sample5026302
0,PU25,Sample5026302
0,PU26,Sample5026302
0,PU28,Sample5026302
0,Sample5024310,Sample5026302
0,Sample5024360,Sample5026302
0,Sample5026244,Sample5026302
0,Sample5026302,Sample5026584
0,Sample5026302,Sample5026588
0,Sample5026302,Sample5026596
0,Sample5024113,Sample5026302
0,Sample5024165,Sample5026302
0,Sample5024171,Sample5026302
0,Sample5024179,Sample5026302
0,Sample5024461,Sample5026302
0,Sample5024465,Sample5026302
0,Sample5024467,Sample5026302
0,Sample5024469,Sample5026302
0,Sample5024472,Sample5026302
0,Sample5024473,Sample5026302
0,Sample5024476,Sample5026302
0,Sample5024771,Sample5026302
0,Sample5024937,Sample5026302
0,Sample5025199,Sample5026302
0,Sample5025289,Sample5026302
0,Sample5025291,Sample5026302
0,Sample5025335,Sample5026302
0,Sample5025503,Sample5026302
0,Sample5025504,Sample5026302
0,Sample5025542,Sample5026302
0,Sample5025548,Sample5026302
0,Sample5025747,Sample5026302
0,Sample5026302,Sample5026378
